"Member ID","Location","Joined Group on","Last visited group on","Last Attended","Total RSVPs","RSVPed Yes","RSVPed Maybe","RSVPed No","Meetups attended","No shows","Intro","Photo","Assistant Organizer","Mailing List","R Experience"
235,"Chicago, IL","May 31, 2018","December 4, 2018","October 16, 2018",2,2,0,0,2,0,"No","No","No","Yes",""
236,"Chicago, IL","October 1, 2017","October 9, 2017","October 14, 2017",1,1,0,0,1,0,"No","No","No","Yes",""
237,"Wheeling, IL","January 6, 2017","January 23, 2019","January 23, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
238,"Chicago, IL","August 30, 2015","January 2, 2018","September 7, 2017",1,1,0,0,1,0,"No","Yes","No","Yes",""
239,"Evanston, IL","February 5, 2018","February 15, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
240,"Chicago, IL","March 27, 2018","June 4, 2019","October 16, 2018",2,2,0,0,2,0,"No","Yes","No","Yes",""
241,"Chicago, IL","April 12, 2018","April 18, 2018","April 14, 2018",1,1,0,0,1,0,"No","No","No","Yes",""
242,"Neuchatel","May 17, 2014","June 9, 2017","",0,0,0,0,0,0,"Yes","Yes","No","Yes",""
243,"Chicago, IL","June 25, 2017","June 25, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
244,"Chicago, IL","August 6, 2013","September 1, 2016","",2,0,0,2,0,0,"No","Yes","No","Yes",""
245,"Chicago, IL","August 23, 2017","October 14, 2017","",0,0,0,0,0,0,"No","No","No","Yes",""
246,"Wheeling, IL","May 30, 2015","May 18, 2017","May 17, 2017",2,2,0,0,2,0,"No","Yes","No","Yes",""
247,"Peachtree City, GA","December 15, 2010","May 18, 2016","September 11, 2013",2,1,0,1,1,0,"No","No","No","Yes",""
248,"Marina del Rey, CA","April 13, 2017","July 24, 2018","March 29, 2018",3,3,0,0,3,0,"No","Yes","No","Yes",""
249,"Murray, KY","July 24, 2018","July 24, 2018","July 25, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
250,"Chicago, IL","November 1, 2013","February 9, 2014","February 19, 2014",1,1,0,0,1,0,"No","Yes","No","Yes","About a month."
251,"Madison, WI","February 14, 2014","January 14, 2015","April 16, 2014",2,2,0,0,2,0,"No","Yes","No","Yes",""
252,"Chicago, IL","February 5, 2012","February 5, 2012","",0,0,0,0,0,0,"No","No","No","Yes",""
253,"Chicago, IL","August 18, 2019","August 18, 2019","August 20, 2019",1,1,0,0,1,0,"No","No","No","Yes",""
254,"Peoria, IL","August 26, 2014","March 27, 2015","January 29, 2015",4,3,0,1,3,0,"Yes","Yes","No","No","4 months - prior I've worked mostly in MATLAB"
255,"Chicago, IL","May 6, 2012","January 27, 2020","November 26, 2019",6,6,0,0,6,0,"No","Yes","No","Yes",""
256,"Santa Monica, CA","July 14, 2019","September 1, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
257,"Franklin, MA","December 22, 2011","August 26, 2013","",0,0,0,0,0,0,"No","Yes","No","No",""
258,"Chicago, IL","May 30, 2022","May 30, 2022","June 1, 2022",1,1,0,0,1,0,"No","Yes","No","Yes",""
259,"Chicago, IL","October 13, 2017","October 18, 2017","",0,0,0,0,0,0,"No","No","No","Yes",""
260,"Chicago, IL","March 29, 2018","April 24, 2018","March 29, 2018",1,1,0,0,1,0,"No","No","No","Yes",""
261,"Downers Grove, IL","May 30, 2017","May 30, 2017","",0,0,0,0,0,0,"No","No","No","Yes",""
262,"Chicago, IL","February 18, 2011","May 9, 2019","February 27, 2019",19,17,0,2,17,0,"No","Yes","No","No",""
263,"Chicago, IL","July 11, 2018","July 25, 2018","July 25, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
264,"Chicago, IL","October 30, 2012","October 30, 2012","November 14, 2012",1,1,0,0,1,0,"No","Yes","No","No",""
265,"Chicago, IL","July 23, 2019","July 23, 2019","July 30, 2019",1,1,0,0,1,0,"No","No","No","Yes",""
266,"Chicago, IL","September 29, 2019","September 29, 2019","",0,0,0,0,0,0,"No","No","No","Yes",""
267,"Chicago, IL","April 22, 2017","April 22, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
268,"Washington, DC","November 15, 2017","May 3, 2019","January 27, 2018",2,1,0,1,1,0,"No","Yes","No","Yes",""
269,"Milwaukee, WI","July 10, 2017","January 26, 2018","January 27, 2018",3,3,0,0,3,0,"No","Yes","No","Yes",""
270,"Indianapolis, IN","December 19, 2010","November 16, 2016","",0,0,0,0,0,0,"Yes","Yes","No","Yes","Not long. Joining to learn applications of R's data analysis and graphing abilities."
271,"Walnut Creek, CA","March 31, 2018","February 16, 2019","February 27, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
272,"Chicago, IL","October 25, 2012","March 20, 2013","",0,0,0,0,0,0,"No","Yes","No","Yes",""
273,"Chicago, IL","December 29, 2015","December 29, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
274,"Chicago, IL","February 16, 2021","March 29, 2021","",0,0,0,0,0,0,"No","No","No","Yes",""
275,"Chicago, IL","March 20, 2018","March 20, 2018","March 29, 2018",1,1,0,0,1,0,"No","No","No","Yes",""
276,"Chicago, IL","August 22, 2019","January 13, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
277,"Des Plaines, IL","September 11, 2013","March 19, 2014","",0,0,0,0,0,0,"Yes","No","No","Yes","5 years"
278,"Chicago, IL","January 24, 2015","March 8, 2017","November 5, 2015",3,3,0,0,3,0,"No","Yes","No","Yes","5 years"
279,"Chicago, IL","August 12, 2014","August 12, 2014","",0,0,0,0,0,0,"Yes","No","No","Yes","1 month."
280,"Chicago, IL","September 12, 2012","December 3, 2019","March 7, 2017",4,4,0,0,4,0,"No","Yes","No","Yes",""
281,"Schaumburg, IL","July 19, 2018","July 19, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
282,"Geneva, IL","February 27, 2019","May 15, 2019","",1,0,0,1,0,0,"No","Yes","No","No",""
283,"Chicago, IL","March 29, 2015","October 26, 2017","November 15, 2017",11,10,0,1,10,0,"Yes","Yes","No","Yes",""
284,"Chicago, IL","February 1, 2013","April 16, 2014","May 30, 2013",3,2,0,1,2,0,"No","No","No","Yes",""
285,"Chicago, IL","March 22, 2012","March 22, 2012","",0,0,0,0,0,0,"Yes","Yes","No","Yes","Recently started learning R after having taken courses that used SAS and minitab, but I don't like paying for software"
286,"Chicago, IL","November 24, 2019","November 26, 2019","November 26, 2019",1,1,0,0,1,0,"No","No","No","Yes",""
287,"Chicago, IL","April 25, 2013","November 13, 2014","May 14, 2014",8,6,0,2,6,0,"Yes","Yes","No","Yes","less than one year"
288,"Chicago, IL","August 23, 2019","August 23, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
289,"Chicago, IL","August 8, 2013","August 8, 2013","August 8, 2013",1,1,0,0,1,0,"No","No","No","Yes",""
290,"Chicago, IL","January 16, 2017","September 6, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
291,"Schaumburg, IL","February 28, 2018","July 8, 2021","",1,0,0,1,0,0,"Yes","Yes","No","Yes","Since 2016"
292,"Chicago, IL","August 27, 2013","August 15, 2018","September 11, 2013",1,1,0,0,1,0,"Yes","No","No","Yes","4 years"
293,"Granger, IN","October 17, 2011","July 30, 2012","",0,0,0,0,0,0,"No","Yes","No","Yes",""
294,"Chicago, IL","July 25, 2018","July 25, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
295,"Chicago, IL","September 26, 2018","January 15, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
296,"Princeton, NJ","July 19, 2017","May 6, 2020","November 26, 2019",5,3,0,2,2,1,"No","Yes","No","Yes",""
297,"Chicago, IL","August 5, 2015","August 5, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
298,"Saint Louis, MO","July 6, 2022","July 6, 2022","",0,0,0,0,0,0,"No","Yes","No","Yes",""
299,"Chicago, IL","April 8, 2019","July 10, 2022","July 11, 2022",13,11,0,2,11,0,"No","No","No","Yes",""
300,"Hoffman Estates, IL","February 3, 2016","January 20, 2020","",0,0,0,0,0,0,"No","No","No","Yes",""
301,"Buffalo Grove, IL","February 19, 2020","February 19, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
302,"Milwaukee, WI","June 21, 2010","August 2, 2013","June 2, 2011",3,2,0,1,2,0,"Yes","Yes","No","Digest","I have been using R for about 7 years."
303,"Chicago, IL","April 11, 2018","April 11, 2018","April 14, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
304,"Alpharetta, GA","May 4, 2018","May 4, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
305,"Hyderabad","September 28, 2016","September 30, 2016","September 28, 2016",1,1,0,0,1,0,"No","Yes","No","Yes",""
306,"Chicago, IL","September 16, 2013","January 30, 2014","",0,0,0,0,0,0,"Yes","Yes","No","Yes","Have not used much of R as I have mostly used SAS, SQL. I want to be part of this group to learn more about R from the experts"
307,"Chicago, IL","January 23, 2019","January 23, 2019","January 23, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
308,"Charlotte, NC","March 29, 2018","July 25, 2018","July 25, 2018",2,2,0,0,2,0,"No","No","No","No",""
309,"Chicago, IL","July 23, 2018","July 23, 2018","July 25, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
310,"Aurora, IL","April 13, 2018","September 12, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
311,"Chicago, IL","February 3, 2016","March 9, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
312,"Las Vegas, NV","March 6, 2015","March 20, 2015","",0,0,0,0,0,0,"No","No","No","Yes",""
313,"Chicago, IL","December 2, 2015","December 2, 2015","December 2, 2015",1,1,0,0,1,0,"No","No","No","Yes",""
314,"Chicago, IL","November 1, 2018","November 1, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
315,"Chicago, IL","June 5, 2016","June 5, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
316,"Chicago, IL","June 27, 2019","June 27, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
317,"Chicago, IL","August 6, 2015","February 13, 2016","",0,0,0,0,0,0,"No","No","No","Yes",""
318,"Chicago, IL","March 15, 2019","March 15, 2019","March 20, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
319,"Miami, FL","June 4, 2015","January 23, 2020","June 11, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
320,"Santa Clara, CA","October 14, 2018","October 14, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
321,"Chicago, IL","April 1, 2014","May 14, 2015","May 14, 2014",2,2,0,0,2,0,"Yes","Yes","No","Yes","1 year"
322,"Prospect Heights, IL","May 21, 2017","December 14, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
323,"Glenview, IL","March 6, 2012","March 27, 2012","",0,0,0,0,0,0,"Yes","Yes","No","Yes","Less than a year"
324,"Chicago, IL","October 2, 2018","October 2, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
325,"Chicago, IL","June 5, 2019","June 5, 2019","June 11, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
326,"Chicago, IL","June 10, 2019","June 14, 2019","June 11, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
327,"Chicago, IL","January 2, 2018","June 25, 2021","July 11, 2022",14,13,0,1,13,0,"No","Yes","Yes","Yes",""
328,"Chicago, IL","March 6, 2020","March 6, 2020","",0,0,0,0,0,0,"No","No","No","Yes",""
329,"Chicago, IL","November 19, 2012","August 31, 2016","September 1, 2016",1,1,0,0,1,0,"No","No","No","Yes",""
330,"Chicago, IL","June 4, 2019","June 4, 2019","June 11, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
331,"Chicago, IL","May 29, 2017","November 14, 2019","November 16, 2019",5,4,0,1,4,0,"No","Yes","No","Yes",""
332,"Delhi","March 14, 2017","February 16, 2019","February 27, 2019",2,1,0,1,1,0,"No","Yes","No","Yes",""
333,"Chicago, IL","November 13, 2018","November 14, 2018","",1,0,0,1,0,0,"No","Yes","No","Yes",""
334,"Chicago, IL","June 6, 2019","June 6, 2019","",0,0,0,0,0,0,"No","No","No","Yes",""
335,"Chicago, IL","January 3, 2017","January 3, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
336,"Chicago, IL","October 23, 2015","April 12, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
337,"Chicago, IL","July 25, 2012","July 25, 2012","",0,0,0,0,0,0,"Yes","No","No","Digest","less than 6 months"
338,"Chicago, IL","May 1, 2015","August 19, 2015","",1,0,0,1,0,0,"No","Yes","No","Yes",""
339,"Chicago Ridge, IL","May 28, 2017","May 28, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
340,"Chicago, IL","July 2, 2013","July 2, 2013","",0,0,0,0,0,0,"Yes","No","No","Yes","< 1yr"
341,"Chicago, IL","February 2, 2018","March 22, 2018","February 19, 2020",2,2,0,0,2,0,"No","Yes","No","Yes",""
342,"Country Club Hills, IL","March 12, 2018","April 2, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
343,"Chicago, IL","April 18, 2015","April 18, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
344,"Chicago, IL","May 30, 2018","July 25, 2018","July 25, 2018",2,2,0,0,2,0,"No","Yes","No","Yes",""
345,"Chicago, IL","July 28, 2021","July 28, 2021","",0,0,0,0,0,0,"No","Yes","No","Yes",""
346,"Chicago, IL","March 29, 2018","July 16, 2018","March 29, 2018",2,1,0,1,1,0,"No","Yes","No","Yes",""
347,"Lisle, IL","March 29, 2015","December 1, 2015","April 2, 2015",1,1,0,0,1,0,"No","Yes","No","Yes",""
348,"Chicago, IL","May 16, 2017","May 22, 2017","May 17, 2017",1,1,0,0,1,0,"No","Yes","No","Yes",""
349,"Aurora, IL","April 22, 2012","April 29, 2013","May 1, 2013",2,2,0,0,2,0,"No","Yes","No","Yes",""
350,"Chicago, IL","January 20, 2015","July 28, 2015","April 2, 2015",4,3,0,1,3,0,"No","Yes","No","Yes",""
351,"Romeoville, IL","March 16, 2016","March 16, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
352,"Chicago, IL","November 8, 2018","November 8, 2018","",1,0,0,1,0,0,"No","Yes","No","Yes",""
353,"Cupertino, CA","July 8, 2012","February 15, 2017","March 7, 2017",5,4,0,1,4,0,"No","Yes","No","Yes",""
354,"Evanston, IL","April 22, 2016","December 13, 2016","",1,1,0,0,0,1,"Yes","Yes","No","Yes","3 months"
355,"Bloomington, IL","October 18, 2020","March 5, 2022","June 16, 2021",1,1,0,0,1,0,"No","Yes","No","Yes",""
356,"Chicago, IL","April 14, 2018","April 15, 2018","April 14, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
357,"Chicago, IL","September 15, 2018","September 15, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
358,"Chicago, IL","March 17, 2018","February 16, 2019","February 27, 2019",2,2,0,0,2,0,"No","Yes","No","Yes",""
359,"Chicago, IL","November 5, 2019","November 5, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
360,"Chicago, IL","September 12, 2018","September 12, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
361,"Winnetka, IL","January 25, 2020","January 25, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
362,"Chicago, IL","January 18, 2014","May 9, 2014","",1,0,0,1,0,0,"Yes","Yes","No","Yes","I HAVE VERY LIMITED EXPERIENCE WTH R."
363,"Elmhurst, IL","September 2, 2017","September 4, 2017","September 7, 2017",1,1,0,0,1,0,"No","Yes","No","Yes",""
364,"Chicago, IL","November 25, 2015","September 12, 2017","December 2, 2015",1,1,0,0,1,0,"No","Yes","No","Yes",""
365,"Chicago, IL","November 2, 2012","July 20, 2018","July 25, 2018",3,2,0,1,2,0,"Yes","Yes","No","Yes",""
366,"Chicago, IL","November 9, 2017","November 9, 2017","November 15, 2017",1,1,0,0,1,0,"No","Yes","No","Yes",""
367,"Paris","November 30, 2014","July 19, 2016","August 3, 2016",1,1,0,0,1,0,"No","Yes","No","Yes",""
368,"Düsseldorf","March 20, 2018","March 20, 2018","March 29, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
369,"Chicago, IL","August 21, 2013","May 13, 2014","",3,0,0,3,0,0,"Yes","No","No","Yes","4 years."
370,"Forest Park, IL","November 14, 2012","July 18, 2016","April 5, 2014",3,3,0,0,3,0,"No","No","No","No",""
371,"Chicago, IL","September 8, 2015","September 11, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
372,"Schaumburg, IL","July 25, 2018","May 11, 2020","",0,0,0,0,0,0,"No","No","No","Yes",""
373,"Alpharetta, GA","July 19, 2017","April 2, 2018","April 14, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
374,"Cincinnati, OH","May 13, 2015","May 13, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
375,"Oak Park, IL","July 18, 2019","July 18, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
376,"Chicago, IL","September 28, 2010","September 28, 2010","",0,0,0,0,0,0,"No","No","No","Yes",""
377,"Chicago, IL","July 10, 2022","July 10, 2022","July 11, 2022",1,1,0,0,1,0,"No","Yes","No","Yes",""
378,"Chicago, IL","March 30, 2017","March 30, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
379,"Palo Alto, CA","October 28, 2013","December 13, 2016","April 2, 2015",2,2,0,0,2,0,"No","Yes","No","Yes",""
380,"Chicago, IL","May 5, 2011","August 22, 2011","September 8, 2011",2,2,0,0,2,0,"No","No","No","Yes",""
381,"Chicago, IL","October 24, 2015","October 24, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
382,"New York, NY","August 27, 2017","August 27, 2017","September 7, 2017",1,1,0,0,1,0,"No","Yes","No","Yes",""
383,"Chicago, IL","April 6, 2010","December 6, 2010","December 16, 2010",4,4,0,0,4,0,"No","No","No","Yes",""
384,"Chicago, IL","May 30, 2017","May 15, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
385,"Chicago, IL","May 1, 2018","May 1, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
386,"Chicago, IL","June 22, 2017","November 5, 2017","June 22, 2017",1,1,0,0,1,0,"No","Yes","No","Yes",""
387,"Willowbrook, IL","February 21, 2019","February 21, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
388,"Urbana, IL","July 27, 2020","July 27, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
389,"Chicago, IL","March 21, 2018","March 21, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
390,"Chicago, IL","August 11, 2021","August 11, 2021","",0,0,0,0,0,0,"No","No","No","Yes",""
391,"Chicago, IL","May 10, 2012","March 29, 2015","November 14, 2012",3,3,0,0,3,0,"No","Yes","No","Yes",""
392,"Chicago, IL","May 6, 2022","May 20, 2022","",0,0,0,0,0,0,"No","Yes","No","Yes",""
393,"Chicago, IL","November 7, 2017","November 16, 2017","November 15, 2017",1,1,0,0,1,0,"No","Yes","No","Yes",""
394,"Chicago, IL","December 7, 2018","March 20, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
395,"Chicago, IL","April 13, 2019","June 6, 2019","June 11, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
396,"Chicago, IL","February 12, 2020","June 8, 2020","",1,0,0,1,0,0,"No","Yes","No","Yes",""
397,"Palatine, IL","March 7, 2018","May 15, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
398,"Redmond, WA","January 26, 2018","January 26, 2018","January 27, 2018",1,1,0,0,1,0,"No","No","No","Yes",""
399,"Chicago, IL","October 2, 2017","October 25, 2017","",1,0,0,1,0,0,"No","Yes","No","Yes",""
400,"Chicago, IL","October 2, 2017","October 2, 2017","October 14, 2017",1,1,0,0,1,0,"No","No","No","Yes",""
401,"Chicago, IL","September 24, 2017","September 24, 2017","",0,0,0,0,0,0,"No","No","No","Yes",""
402,"Chicago, IL","December 2, 2018","December 2, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
403,"Chicago, IL","June 14, 2017","August 26, 2017","September 7, 2017",2,2,0,0,2,0,"No","Yes","No","Yes",""
404,"Chicago, IL","November 9, 2017","January 29, 2018","February 15, 2018",2,2,0,0,2,0,"No","Yes","No","Yes",""
405,"New York, NY","May 31, 2018","July 25, 2018","July 25, 2018",1,1,0,0,1,0,"No","No","No","Yes",""
406,"Chicago, IL","June 17, 2011","June 12, 2012","",1,0,0,1,0,0,"Yes","Yes","No","Yes","1 yre"
407,"Chicago, IL","August 9, 2011","July 29, 2013","August 8, 2013",2,2,0,0,2,0,"Yes","No","No","Yes","for a year"
408,"Chicago, IL","June 4, 2019","February 15, 2020","June 11, 2019",1,1,0,0,1,0,"No","No","No","Yes",""
409,"Chicago, IL","July 24, 2019","July 24, 2019","July 30, 2019",1,1,0,0,1,0,"No","No","No","Yes",""
410,"Walnut Creek, CA","June 3, 2019","June 3, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
411,"Arlington Heights, IL","February 26, 2016","July 12, 2021","November 26, 2019",10,10,0,0,9,0,"Yes","Yes","No","Yes","3 years"
412,"Stanford, CA","August 29, 2017","October 9, 2019","September 7, 2017",1,1,0,0,1,0,"No","Yes","No","Yes",""
413,"Chicago, IL","August 15, 2017","February 19, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
414,"Chicago, IL","July 5, 2022","July 5, 2022","July 11, 2022",1,1,0,0,1,0,"No","No","No","Yes",""
415,"Chicago, IL","January 14, 2013","February 11, 2013","February 7, 2013",1,1,0,0,1,0,"Yes","Yes","No","Digest","I was just introduced to it by my team's data scientist. I'm looking to start using it."
416,"Chicago, IL","February 15, 2018","February 15, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
417,"Indianapolis, IN","May 20, 2022","July 9, 2022","",0,0,0,0,0,0,"No","No","No","Yes",""
418,"Chicago, IL","May 23, 2018","May 23, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
419,"Chicago, IL","October 3, 2012","June 22, 2021","July 14, 2021",18,10,0,8,9,1,"Yes","Yes","No","Yes","Four years, but not continuously"
420,"Chicago, IL","February 25, 2019","July 13, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
421,"San Jose, CA","January 21, 2016","May 4, 2017","July 15, 2017",5,5,0,0,5,0,"No","Yes","No","Yes",""
422,"Chicago, IL","February 10, 2022","July 4, 2022","July 11, 2022",1,1,0,0,1,0,"No","Yes","No","Yes",""
423,"San Francisco, CA","August 6, 2013","April 2, 2015","May 14, 2014",3,2,0,1,2,0,"No","Yes","No","Yes",""
424,"Frankfort, IL","May 13, 2014","January 13, 2015","January 29, 2015",2,2,0,0,2,0,"No","No","No","Yes",""
425,"Chicago, IL","February 1, 2014","February 19, 2014","February 19, 2014",1,1,0,0,1,0,"No","No","No","Yes",""
426,"Chicago, IL","March 3, 2020","March 3, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
427,"Edison, NJ","March 11, 2017","March 15, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
428,"Seattle, WA","May 19, 2012","January 21, 2013","",0,0,0,0,0,0,"No","Yes","No","No",""
429,"Chicago, IL","March 5, 2018","March 5, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
430,"Wheaton, IL","March 28, 2013","April 20, 2022","April 27, 2017",1,1,0,0,1,0,"Yes","No","No","Yes",""
431,"Chicago, IL","January 1, 2014","January 1, 2014","",0,0,0,0,0,0,"No","No","No","Yes","3 years"
432,"Chicago, IL","August 1, 2012","August 1, 2012","",0,0,0,0,0,0,"No","Yes","No","Digest",""
